statement,label,domain,source,correction
"Says Bill Daley, as part of former Gov. Bruce Rauner's transition team, wrote ""the blueprint"" for record Springfield gridlock.",1.0,politics,politifact,
"Says ""Every single person who has cancer has a pH that is too acidic,"" and claims Dr. Otto Warburg won the Nobel Prize for proving that cancer can't survive in an alkaline-rich environment and thrives in an acidic, low oxygen environment.",1.0,politics,politifact,
There's still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why don't we stop it.,1.0,politics,politifact,
Police discover meth lab in back room of Alabama Walmart.,0.0,politics,politifact,
"Says there are ""indications of grossly improper conduct from election officials right here in my district.",1.0,politics,politifact,
"Says Obama is only president in history who has deliberately removed the words ""endowed by their Creator"" when referring to the Declaration of Independence.",1.0,politics,politifact,
"Obamacare … means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.",1.0,politics,politifact,
Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,0.0,politics,politifact,
"I was banned from talking about"" Bill Ayers during the 2008 presidential campaign.",0.0,politics,politifact,
"Passage of a referendum on an aquarium for Clearwater means ""NO future funding for our neighborhoods.",1.0,politics,politifact,
"People are participating in ""National Rape Day'"" on April 24.",1.0,politics,politifact,
"Borax can be used to treat a variety of health problems, including joint pain, kidney stones, osteoporosis and chronic fatigue.",0.0,politics,politifact,
"Whoopi Goldberg humiliated, handcuffed and dragged out of the TV studio.",0.0,politics,politifact,
"Says ""Monica Lewinsky Found Dead"" in a burglary.",0.0,politics,politifact,
It makes no sense to require vaccinations for the previously infected.,1.0,politics,politifact,
Prayer rugs have recently been found on the Texas side of the border in the brush.,0.0,politics,politifact,
Queens voters received pre-marked ballots for Joe Biden.,1.0,politics,politifact,
An election worker in Georgia threw away a ballot.,1.0,politics,politifact,
A Florida millionaire was arrested after admitting to burying more than 700 bodies on his property.,0.0,politics,politifact,
"Antifa ""are killing our police. Looting our businesses. Assaulting the elderly and burning our churches.",1.0,politics,politifact,
"Says Doug Jones ""is for full-term abortion.",1.0,politics,politifact,
The sun is not 93 million miles away … it is local and under a firmament dome.,0.0,politics,politifact,
"Says there won't be a recount in Alabama because a Democratic judge said ""we're going to erase all the computer files ... on Wednesday morning.",0.0,politics,politifact,
"Joe Biden and the New Left even promote surgery on teens and young adults, removing breasts and genitals.",1.0,politics,politifact,
"A Craigslist ad was soliciting ""anti-Trump"" protesters in Phoenix.",1.0,politics,politifact,
Jane Goodall's comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,0.0,politics,politifact,
"The shooting in Boulder, Colo., was a ""false flag like most of the others.",0.0,politics,politifact,
"A ""hidden"" provision in the health care law taxes sporting goods as medical devices.",0.0,politics,politifact,
"Carbon dioxide ""is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.",1.0,politics,politifact,
"Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a  ""mandatory vaginal probe.",0.0,politics,politifact,
"Says Bruce Lee said, ""You will continue to suffer if you have an emotional reaction to everything that is said to you. True power is sitting back and observing everything with logic. If words control you that means everyone else can control you. Breathe and allow things to pass.",1.0,politics,politifact,
CDC Director Dr. Rochelle Walensky said she gets COVID-19 reports from CNN.,1.0,politics,politifact,
"The salaries of Wisconsin's best-educated public school teachers were ""slashed"" by Gov. Scott Walker through a recent administrative rule change.",1.0,politics,politifact,
"At Lions Gate Hospital in Vancouver, ""13 babies were reportedly stillborn at the hospital in a period of 24 hours. All of their mothers had received a COVID-19 injection.",1.0,politics,politifact,
"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.",1.0,politics,politifact,
Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.,1.0,politics,politifact,
"Former President Donald Trump tweeted, ""The storm is upon us.",1.0,politics,politifact,
Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.,1.0,politics,politifact,
Video shows Nancy Pelosi slurring her speech at a public event.,0.0,politics,politifact,
Joe Biden wants to raise taxes on 82% of all Americans.,1.0,politics,politifact,
"Says U.S. Rep. Katie Porter, D-Calif., ""says pedophilia isn't a crime — it's an identity.",0.0,politics,politifact,
"Republicans in Nevada found ""at least 3,062 instances of voter fraud. ... Thousands of individuals have been identified who appear to have violated the law by casting ballots after they moved from NV.",1.0,politics,politifact,
"Says Thom Tillis ""gives tax breaks to yacht and jet owners.",1.0,politics,politifact,
"Says conservative website Judicial Watch published a story about ""elite"" units of the National Guard recounting official ballots that were printed with ""an invisible, unbreakable code watermark and registered on a Quantum Blockchain System.",0.0,politics,politifact,
"Says Joe Biden ""said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter"" Biden.",1.0,politics,politifact,
"Obamacare ""already has caused millions of hardworking Virginians to lose their health insurance.",1.0,politics,politifact,
"Obamacare is ""one big fat VA system.",0.0,politics,politifact,
"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.",1.0,politics,politifact,
"Hidden"" in the healthcare.gov code is language that means users ""waive any reasonable right to privacy of your personal information.",1.0,politics,politifact,
A photo of Trump having a stroke is really a virus that will wipe out all information on your computer.,0.0,politics,politifact,
"Look at what's happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They're having problems like they never thought possible.",1.0,politics,politifact,
Monkey virus DNA found in COVID-19 shots,1.0,politics,politifact,
"Rep. Eric Swalwell, D-Calif., is facing charges after ""lying"" to Rep. Jim Jordan, R-Ohio.",1.0,politics,politifact,
Personal income is growing faster in Tennessee on average than any other state in the country.,1.0,politics,politifact,
"Says U.S. Rep. Ron DeSantis ""voted in favor of food stamps for illegal immigrants.",0.0,politics,politifact,
A video shows Joe Biden speaking slowly and slurring on the Fourth of July.,0.0,politics,politifact,
"An email from Hillary Clinton to Donna Brazile Oct.17th, 2016 stated: ""If that f-----' bastard wins, we're all going to hang from nooses! You better fix this s---!",0.0,politics,politifact,
"Says Jimmy Kimmel, Jimmy Fallon and Stephen Colbert are ""still not doing Biden jokes.",1.0,politics,politifact,
"Finally, a judge has ruled Dominion voting machines were designed to create fraud.",1.0,politics,politifact,
"In early voting in Miami-Dade County, ""there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",1.0,politics,politifact,
"Forty-five percent of doctors ""say they'll quit"" if health care reform passes.",1.0,politics,politifact,
"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m."" in Chattanooga, Tenn.",1.0,politics,politifact,
"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",1.0,politics,politifact,
"Says Barack Obama's health care law ""will be the biggest job-killer ever.",1.0,politics,politifact,
"Tennessee court rules ""taxpayer-funded establishments can place signs that say 'No Jews allowed.'",1.0,politics,politifact,
"Atlanta Public Schools' 2011 CRCT tests were ""given under the strictest security possible.",1.0,politics,politifact,
Indiana actually has a higher gas tax than Illinois does even with the increase in (Illinois') taxes.,1.0,politics,politifact,
Federal health care reforms amounted to 'the government takeover of health care.',0.0,politics,politifact,
"During the debate, Kamala Harris said President Donald Trump ""did not appoint minorities to the courts.",1.0,politics,politifact,
The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.,1.0,politics,politifact,
